Calories_Burned,Weight,Age,Gender,Exercise_Duration,HR,BMI,Weather_Conditions,Exercise_Intensity
181.3576691351242,62.78632646,48,Male,0.35,101,34.1017927,Cloudy,8
490.3732466994147,61.49848031,40,Male,0.8,119,18.55321683,Rainy,6
241.20389854633544,79.84324315,47,Female,0.35,164,19.24402432,Cloudy,4
298.27937922676267,83.15299584,40,Female,0.4166666666666667,156,28.19329989,Cloudy,10
580.1258156574925,67.53030977,26,Male,0.65,174,34.31000845,Cloudy,2
301.8693489853023,83.80386672,60,Female,0.5833333333333334,121,26.38069687,Cloudy,7
427.46301868928515,78.45646952,20,Male,0.5,151,31.07880384,Cloudy,4
700.0,78.62363525,52,Male,0.8666666666666667,172,21.65583392,Cloudy,2
367.55843712172305,74.92635505,50,Male,0.38333333333333336,147,21.91606524,Rainy,4
354.8325402781672,81.75920467,36,Male,0.6666666666666666,118,22.45509707,Cloudy,1
627.3084506193528,62.46149413,40,Female,0.6833333333333333,171,23.8444923,Sunny,10
376.8635856056479,53.78396297,51,Male,0.43333333333333335,139,28.62831618,Rainy,7
211.41209272409435,76.38530131,19,Female,0.5666666666666667,107,25.38978365,Sunny,2
432.7787839823445,95.95126884,32,Female,0.8166666666666667,127,27.447053,Sunny,8
483.44800574864826,52.15090762,58,Male,0.5,153,24.9464804,Cloudy,6
700.0,100.4104576,25,Male,0.8833333333333333,166,19.62559444,Sunny,4
331.6232968501973,77.33768093,60,Male,0.45,128,29.80454185,Sunny,2
255.49298952986513,81.78720798,42,Female,0.5666666666666667,118,27.81412391,Rainy,4
700.0,95.12661104,59,Female,0.85,176,32.99199182,Sunny,9
266.35916512148384,96.4680018,52,Female,0.6,125,32.3516948,Cloudy,3
234.84753299844203,96.17884077,43,Female,0.4666666666666667,146,19.14769677,Rainy,2
700.0,61.23949091,52,Male,0.7333333333333333,145,32.27281532,Rainy,9
421.7746425970562,72.72992098,27,Male,0.7,110,26.67828159,Rainy,10
276.69043112738933,102.2311965,56,Female,0.7666666666666667,103,22.06029777,Rainy,2
501.13240881098443,62.93349247,33,Female,0.75,143,31.64764776,Cloudy,10
376.5749456199199,64.29150459,57,Male,0.4,176,18.85074319,Cloudy,1
567.1039414359599,88.75571394,25,Female,0.9166666666666666,156,21.63796084,Rainy,2
442.9277458499673,61.68558378,55,Male,0.7666666666666667,110,34.0370336,Cloudy,7
320.4570286579732,57.37963507,18,Female,0.7,121,28.68479934,Sunny,4
700.0,55.08886643,40,Male,0.85,152,20.96051879,Sunny,6
373.38842597712863,82.52777519,43,Female,0.8666666666666667,108,27.19984173,Rainy,7
426.6960942718941,65.07531403,28,Male,0.5333333333333333,137,24.3270678,Sunny,8
558.655119548392,50.02107892,57,Male,0.6666666666666666,139,33.30809063,Rainy,5
264.633636076123,83.79618992,36,Female,0.36666666666666664,180,24.6627078,Cloudy,3
295.7488187469286,68.8660001,35,Male,0.6,109,22.10955455,Sunny,5
461.2258988045113,59.19067336,35,Male,0.45,166,23.4711098,Cloudy,8
405.9247243390946,71.09468662,40,Female,0.9333333333333333,115,28.76920033,Rainy,6
278.56265953922406,87.5055916,34,Female,0.38333333333333336,154,21.47705405,Sunny,7
318.241408683882,98.55154754,57,Female,0.8666666666666667,107,30.60448801,Cloudy,5
700.0,86.43440433,41,Male,0.7666666666666667,163,32.0156202,Cloudy,7
401.5872535575409,75.32676972,37,Male,0.6333333333333333,115,34.25747047,Cloudy,10
580.1408635079075,78.86926562,42,Male,0.95,128,30.16709554,Sunny,1
700.0,50.5837702,27,Male,0.8333333333333334,166,21.55475318,Sunny,8
220.3737305974417,56.99475918,53,Female,0.3333333333333333,152,25.57786558,Rainy,3
165.0275030769604,67.57261021,56,Female,0.5,106,33.17709401,Rainy,1
390.0613453150551,60.79754678,38,Male,0.7666666666666667,108,24.52088084,Cloudy,9
700.0,55.71856453,22,Male,0.85,176,32.70903152,Sunny,7
494.67923699634724,80.84973657,28,Male,0.4666666666666667,151,27.61331775,Rainy,7
632.9315246797006,95.80545927,54,Male,0.85,127,21.38166209,Cloudy,4
485.15339510017924,79.63577637,42,Female,0.9666666666666667,125,27.29355873,Sunny,5
372.9622066248633,59.09725982,18,Male,0.65,123,34.1207098,Cloudy,8
410.11002174521286,57.63665394,57,Female,1.0,109,23.15990606,Cloudy,8
394.267439903387,82.51560728,47,Female,0.6333333333333333,141,31.35652295,Sunny,6
239.68237132068194,94.38356843,58,Female,0.36666666666666664,145,32.09962909,Rainy,5
397.86718654258664,102.9782737,43,Male,0.36666666666666664,151,28.66587115,Cloudy,5
128.6192923568113,63.44628513,58,Female,0.36666666666666664,108,20.15866046,Cloudy,2
479.8711458676862,56.20362011,23,Male,0.7,135,20.06185171,Cloudy,7
238.49556960376867,88.79659313,49,Female,0.6833333333333333,101,26.4000158,Rainy,5
283.30198798305497,57.06837366,39,Female,0.43333333333333335,163,21.42123002,Cloudy,4
665.5093194450507,92.75547183,34,Male,0.8666666666666667,144,22.27836045,Cloudy,1
333.70936832417203,67.04093332,19,Male,0.65,122,20.33647415,Cloudy,2
217.2230573915958,83.11037908,32,Female,0.6166666666666667,103,27.45571038,Sunny,4
419.83316172354694,89.99851689,43,Female,0.9,118,24.89526987,Rainy,7
516.1629575903424,91.07660295,57,Female,0.55,173,31.4402438,Rainy,7
145.09624180123814,55.98469128,44,Female,0.48333333333333334,105,28.29870262,Sunny,2
637.6022622602541,70.13620933,34,Female,0.8333333333333334,146,22.92826784,Rainy,10
584.0027162190745,53.042103,40,Female,0.7333333333333333,169,28.11696786,Cloudy,4
402.70031819290494,50.86320199,57,Female,0.6,161,22.21944956,Sunny,2
204.34055643706438,93.00075247,59,Female,0.4166666666666667,116,22.31779856,Rainy,9
469.2169925069942,99.24127998,18,Female,0.8333333333333334,144,31.96373669,Sunny,4
700.0,84.33421187,39,Male,0.6833333333333333,177,24.11116561,Rainy,9
240.65567651742103,61.73193421,58,Female,0.45,130,29.31747581,Sunny,7
176.37019713571465,85.16440129,43,Female,0.38333333333333336,124,29.69361279,Sunny,3
191.3278209665369,55.16087683,30,Male,0.4666666666666667,117,30.5449893,Cloudy,2
191.71111072132402,61.24653066,25,Female,0.4666666666666667,104,21.62008808,Cloudy,10
658.9880314238528,78.5115556,52,Female,0.8833333333333333,177,21.25129781,Rainy,1
351.1995253632289,92.41374766,55,Female,0.8333333333333334,106,33.35338189,Sunny,6
406.10426836794903,58.7253541,43,Male,0.9833333333333333,108,19.09399718,Sunny,1
261.09343514022214,86.58468232,29,Male,0.38333333333333336,137,24.93561004,Sunny,1
579.2836223917805,100.4090798,40,Male,0.5166666666666667,170,20.03404579,Rainy,2
700.0,75.91369081,29,Male,0.9666666666666667,160,21.51597702,Cloudy,5
567.5810452121802,74.96073161,36,Female,0.9666666666666667,131,33.71839827,Rainy,7
447.96047272262115,65.80857826,26,Female,0.9833333333333333,107,24.40223101,Sunny,10
397.013777431512,68.3741302,46,Female,0.75,141,28.94278738,Cloudy,4
315.80278706525206,53.69455335,22,Male,0.7,109,26.34117322,Sunny,7
216.05003462556925,97.80677203,44,Female,0.5166666666666667,121,27.51271829,Cloudy,3
454.5995232571406,98.57887801,44,Male,0.6666666666666666,106,28.42239194,Rainy,8
150.91934037179212,74.43379193,28,Male,0.4666666666666667,100,28.59196993,Cloudy,3
551.6935223298916,84.64565117,52,Male,0.8,126,27.55570647,Cloudy,5
213.93859911204402,82.52383881,26,Female,0.5333333333333333,109,19.39886868,Rainy,5
455.018543334347,94.61001335,35,Male,0.5,141,22.85568356,Sunny,6
320.70767330299634,53.24650478,56,Male,0.3333333333333333,176,29.78677836,Cloudy,1
141.04070547106926,90.220902,38,Female,0.36666666666666664,105,21.34916053,Cloudy,8
539.4162737179232,57.12792775,23,Female,0.7166666666666667,167,31.33151701,Sunny,5
143.06923906996448,62.26845357,27,Female,0.38333333333333336,104,22.51498621,Cloudy,7
424.80489209034874,96.4338872,50,Female,0.6,178,24.54884642,Cloudy,1
398.096180200643,70.97223588,23,Male,0.4166666666666667,170,18.94521484,Cloudy,5
426.47481190265114,69.18487084,54,Male,0.38333333333333336,177,23.62638167,Cloudy,2
592.1136988864693,75.59689133,38,Female,0.85,151,26.50197594,Sunny,6
425.7180136222079,74.84338458,45,Male,0.43333333333333335,154,24.49874184,Cloudy,9
663.2891309212714,83.66405641,19,Female,0.9166666666666666,175,19.49576172,Cloudy,3
444.607413392107,69.31447707,60,Male,0.6166666666666667,133,30.15399805,Sunny,3
609.2485172400851,81.14219998,60,Male,0.9333333333333333,111,25.12063694,Cloudy,7
700.0,72.99273153,56,Male,0.85,162,22.66285542,Rainy,2
700.0,88.61938842,53,Male,0.9166666666666666,176,26.06325689,Rainy,3
439.0487073859754,96.36457188,52,Female,0.5833333333333334,168,20.68000992,Rainy,2
150.49448572257242,75.08330305,24,Female,0.43333333333333335,102,32.39776582,Rainy,4
520.3359884644269,88.22157221,42,Male,0.48333333333333334,153,23.19780894,Sunny,7
428.2064781775864,54.81757182,19,Male,0.5,136,26.48644482,Rainy,10
351.98923534690124,51.86215132,26,Male,0.55,133,33.52926921,Sunny,5
700.0,75.38185875,49,Female,0.9333333333333333,175,23.94210442,Cloudy,8
235.11229539019652,93.34441029,51,Female,0.45,129,22.29424576,Cloudy,9
700.0,91.8210386,18,Male,0.9166666666666666,159,19.57181441,Cloudy,3
483.08022473077324,87.46190442,35,Female,0.9,131,32.33269169,Sunny,6
497.05884465174853,94.37463386,54,Male,0.5166666666666667,158,33.27434395,Sunny,1
295.3693132539591,95.911693,49,Female,0.9,107,27.17379536,Cloudy,2
393.2249986580466,48.40048431,56,Male,0.5166666666666667,123,22.68855345,Sunny,10
210.58490452824265,95.56601888,24,Female,0.35,152,30.9707873,Sunny,3
419.9757854765422,47.45277461,37,Female,0.6,166,22.99728844,Cloudy,1
495.7603510651191,96.36381065,20,Female,0.55,172,32.29393205,Rainy,10
486.85360704571247,78.27247592,51,Female,0.6666666666666666,145,25.56755187,Rainy,5
296.27901513855613,94.01242775,21,Male,0.4,126,33.44114105,Sunny,6
448.3692825453612,55.78219929,31,Female,0.5833333333333334,166,20.54830706,Rainy,5
224.37928148435873,64.57042377,38,Female,0.5,114,28.01156596,Rainy,8
369.3835568075256,78.20786746,25,Female,0.5166666666666667,144,31.51282138,Rainy,9
268.37623781654855,63.56491265,18,Male,0.48333333333333334,130,19.24520096,Cloudy,3
425.4488253817637,69.05311312,27,Female,0.5666666666666667,155,25.57548596,Sunny,7
336.40943885037865,67.17188522,52,Female,0.75,102,33.81707437,Rainy,10
581.9523208709184,101.0450295,49,Male,0.45,165,31.14741497,Sunny,9
346.0979097899503,79.41729076,48,Male,0.5833333333333334,119,34.16084238,Rainy,2
387.35714105764106,66.77762847,58,Female,0.7166666666666667,136,27.66865811,Sunny,4
700.0,62.54535184,60,Male,0.6166666666666667,171,22.59039568,Cloudy,10
254.2197507141389,73.95241722,42,Male,0.4166666666666667,113,20.31656797,Rainy,4
223.50647987697192,93.46029553,28,Female,0.38333333333333336,141,28.69268691,Rainy,4
513.7820185479129,60.11646252,48,Male,0.7833333333333333,123,25.2372257,Sunny,7
538.6640449309363,77.88313682,51,Female,0.6833333333333333,171,20.45067266,Sunny,4
271.2611937604843,83.47986826,53,Female,0.5666666666666667,117,33.34423973,Rainy,5
262.96129568276297,65.71073511,25,Female,0.7833333333333333,110,34.38153041,Sunny,2
698.7718694549588,67.73405712,31,Male,0.75,160,26.13938514,Sunny,4
370.0464821373143,68.24753501,34,Male,0.35,159,26.5913335,Cloudy,10
700.0,100.3214275,43,Male,0.9166666666666666,173,28.1726826,Rainy,9
537.8292679743108,73.90294643,22,Male,0.9666666666666667,116,20.81564035,Cloudy,7
607.4296713698772,102.5759785,40,Male,0.8666666666666667,107,30.199875,Sunny,10
351.67885407655314,65.9868247,24,Male,0.5333333333333333,136,32.38559416,Sunny,1
332.98565858431596,86.9147589,59,Female,0.35,179,30.79285681,Cloudy,8
289.728165668385,94.72751555,53,Female,0.7,120,19.17657562,Sunny,4
173.5444955893944,99.44447884,25,Female,0.6,103,20.53391978,Rainy,4
167.95433409675204,74.53645217,24,Male,0.38333333333333336,110,21.69213114,Cloudy,1
207.9902367413535,72.94929275,19,Female,0.55,105,22.79244181,Cloudy,8
700.0,92.63114444,44,Male,0.7333333333333333,146,21.4929567,Rainy,6
320.5994730211521,67.15173698,48,Female,0.7,104,22.05978155,Cloudy,5
700.0,73.94830679,60,Male,0.6666666666666666,159,26.40999771,Sunny,7
318.8015149187281,91.02035846,52,Female,0.5666666666666667,142,22.55585982,Cloudy,2
665.465622407166,58.12264191,60,Male,0.9,136,34.26105261,Sunny,2
244.28989028994894,91.80876937,45,Female,0.5666666666666667,113,21.72348561,Rainy,4
464.11319233253494,76.758792,30,Female,0.8333333333333334,129,29.00556556,Cloudy,10
435.97391656864494,76.49065871,35,Female,0.6166666666666667,171,29.8985682,Cloudy,2
267.772213856195,51.61450441,25,Male,0.6333333333333333,110,33.82190219,Rainy,5
333.5033285918703,87.63950887,59,Female,0.5833333333333334,126,34.00291981,Sunny,9
700.0,47.25295118,44,Male,0.95,180,22.89634691,Rainy,7
323.6283888537069,51.0539001,38,Male,0.48333333333333334,120,29.2261896,Rainy,10
282.9049057702416,67.68934097,41,Male,0.38333333333333336,115,31.7652518,Cloudy,10
384.8500957185511,88.015325,50,Female,0.8833333333333333,119,28.98058516,Sunny,6
680.8624720399926,77.49636925,25,Female,0.8166666666666667,173,24.50330969,Sunny,6
183.39653233718414,91.84575014,25,Male,0.43333333333333335,102,24.95522302,Sunny,6
554.7806722466805,93.55516577,53,Female,0.9,151,30.97390197,Sunny,3
320.26078829759206,59.79740766,28,Female,0.5666666666666667,146,24.64626143,Cloudy,1
598.3491723575609,69.53764157,31,Female,0.75,155,30.90135908,Sunny,10
320.17517699581646,90.47551048,48,Female,0.6833333333333333,117,19.25112935,Sunny,9
700.0,90.25399127,55,Male,0.8666666666666667,135,31.22855908,Cloudy,9
241.8609506956841,52.53937694,39,Female,0.65,100,24.48579821,Sunny,5
700.0,93.67878248,42,Male,0.85,143,18.54234137,Cloudy,6
700.0,87.88988989,48,Female,0.9833333333333333,179,33.29581566,Cloudy,5
586.8459945585672,55.78997996,34,Female,1.0,151,34.98571687,Cloudy,2
508.657134496627,63.66141161,20,Male,0.45,175,26.43131346,Cloudy,10
700.0,55.34159526,48,Male,0.85,139,21.32289277,Rainy,9
676.6522912708974,95.85150615,32,Male,0.8,132,26.33741437,Rainy,6
465.2308148372818,97.51100213,41,Female,0.7333333333333333,163,20.95288539,Sunny,3
194.6969584730314,83.59971205,28,Female,0.6,100,22.69986994,Cloudy,7
216.75513604222766,60.26897653,54,Female,0.4166666666666667,130,23.98040468,Cloudy,6
430.69298973661745,100.6622709,59,Female,0.5666666666666667,161,29.72536235,Sunny,5
376.16676365166387,81.75602055,60,Female,0.75,125,21.77943765,Cloudy,7
233.99698144412378,86.62404938,33,Male,0.4666666666666667,108,25.62145083,Sunny,3
686.2781454169742,79.26890552,39,Male,0.8833333333333333,143,34.1228394,Cloudy,3
335.6374286072088,62.93323959,57,Male,0.5666666666666667,107,26.50494475,Sunny,7
349.8547848468007,80.72214674,21,Female,0.48333333333333334,180,25.490055,Cloudy,4
672.5403978851596,88.43255009,40,Male,0.7333333333333333,167,32.2979395,Cloudy,1
250.13734434445567,55.12313268,41,Female,0.4166666666666667,144,22.99997405,Sunny,4
206.08149102261083,53.91204673,44,Female,0.5333333333333333,108,25.09384749,Rainy,4
566.1893989677724,95.23066175,19,Female,0.9666666666666667,148,33.92163942,Sunny,2
700.0,93.79851035,48,Male,0.75,164,29.80356061,Rainy,9
241.43736632464544,73.94803631,18,Male,0.5666666666666667,116,25.23060779,Sunny,1
551.7030877815271,98.47403214,28,Female,0.9,159,34.63480035,Cloudy,2
429.5394378858738,63.89765467,37,Female,0.7333333333333333,122,23.17639498,Cloudy,10
339.8880175157908,70.08391828,38,Female,0.9,104,32.17548469,Cloudy,6
402.6985398984231,70.50374018,22,Male,0.8166666666666667,120,30.93797691,Cloudy,4
407.4355613370356,70.23640316,58,Female,0.4666666666666667,160,21.5512308,Rainy,10
597.7715649141228,65.25413296,24,Male,0.7333333333333333,137,22.96582098,Rainy,7
700.0,79.01064398,60,Male,0.8166666666666667,178,24.99600087,Sunny,8
177.98222603697627,80.535058,59,Female,0.4166666666666667,103,25.16837564,Cloudy,10
483.9533497057377,58.08897521,40,Male,0.36666666666666664,180,31.57757632,Rainy,8
371.78181721169716,70.7713874,57,Male,0.45,132,20.87132541,Cloudy,10
402.5280712639201,52.05841484,29,Female,0.8833333333333333,120,33.58432215,Rainy,3
378.55495441578955,77.41519775,35,Female,0.5666666666666667,152,31.73631604,Sunny,10
149.56983197456515,55.41210375,21,Female,0.43333333333333335,117,21.56606221,Sunny,1
342.54274849299765,55.32812567,19,Female,0.9833333333333333,102,20.74087439,Sunny,6
530.5090357309953,58.25794246,31,Male,0.65,158,34.13992,Rainy,2
487.3679761770055,51.10745895,35,Male,0.5,151,33.41957239,Sunny,8
700.0,72.49935442,48,Female,0.9666666666666667,168,32.95397849,Cloudy,7
700.0,98.99602467,51,Male,0.6,166,33.08167402,Rainy,5
700.0,62.93773009,60,Male,1.0,140,25.50366824,Cloudy,9
312.88434423228347,82.90077002,18,Female,0.9333333333333333,107,31.49407517,Sunny,1
168.56163743098443,70.98652946,54,Female,0.4,112,18.58827479,Rainy,8
486.03289776758925,61.05276,35,Male,0.36666666666666664,176,33.03941552,Rainy,9
576.5626811464655,60.27206231,19,Female,0.9166666666666666,141,34.4811694,Rainy,6
229.6794983326409,55.00439332,40,Male,0.3333333333333333,138,23.40905355,Rainy,4
680.3370662667074,71.43576989,57,Male,0.6333333333333333,170,23.16198917,Rainy,2
470.9382877034733,70.57669883,45,Male,0.4166666666666667,159,34.53310207,Rainy,8
355.69762561382635,53.64369787,58,Male,0.6833333333333333,113,34.80267975,Cloudy,5
585.3199000654334,90.29951198,55,Female,0.9333333333333333,159,33.97005736,Cloudy,2
375.5411886584758,87.17224165,43,Male,0.45,126,30.8375631,Sunny,10
700.0,82.31624701,25,Female,1.0,169,18.59892834,Cloudy,4
424.683788675533,49.79118232,31,Female,0.4666666666666667,177,21.83482571,Cloudy,8
700.0,90.26654198,22,Male,0.9833333333333333,138,22.48202902,Cloudy,10
129.24462011039634,74.50439035,30,Male,0.36666666666666664,108,28.55221574,Cloudy,1
519.0505961689128,57.63360856,59,Female,0.6666666666666666,154,19.34307393,Rainy,4
245.51208393782883,92.97289312,49,Female,0.6666666666666666,123,22.49851017,Sunny,1
700.0,79.548377,21,Male,0.7,176,31.17042026,Sunny,3
383.5006530328055,89.10269181,23,Male,0.3333333333333333,163,27.98404912,Sunny,8
294.79520006535364,49.46376539,52,Male,0.7,103,26.71492286,Sunny,3
287.80986705843355,94.53201313,52,Female,0.6833333333333333,123,24.96293481,Sunny,2
440.3685685588179,50.81730665,41,Male,0.5166666666666667,139,24.54790438,Sunny,10
700.0,95.00903929,30,Male,0.8166666666666667,179,23.51175625,Sunny,5
484.2120493197755,83.17303177,26,Female,0.95,143,28.82431738,Sunny,1
499.62241147866825,68.49501401,50,Female,0.6333333333333333,173,29.107554,Cloudy,4
700.0,76.17260938,44,Male,0.9333333333333333,157,30.38884623,Sunny,6
146.0816645628625,63.89690295,19,Female,0.3333333333333333,112,34.31492756,Rainy,10
700.0,84.85824043,22,Male,0.9833333333333333,162,29.08226346,Cloudy,7
369.16577581630577,94.58201652,21,Male,0.5833333333333334,111,23.18880761,Rainy,8
328.689081672941,61.21898835,30,Female,0.6166666666666667,133,29.73208603,Cloudy,4
183.40166271683736,95.33283953,42,Female,0.36666666666666664,137,28.21130926,Cloudy,1
276.0446305913049,62.78126409,36,Female,0.4,149,25.24085672,Cloudy,10
573.8662100859004,75.71544404,30,Male,0.9333333333333333,122,19.54459704,Rainy,4
660.5753170391821,64.59699077,56,Female,0.7666666666666667,170,19.97470835,Sunny,6
622.9916554309095,68.78811679,37,Male,0.8333333333333334,135,25.45210618,Cloudy,6
435.9041384174383,56.05930883,31,Female,0.8833333333333333,119,34.63148137,Rainy,6
419.4579771631297,71.24835918,41,Female,0.9166666666666666,126,24.50260017,Cloudy,3
412.2280582737791,89.91824843,53,Female,0.5833333333333334,161,19.18158969,Sunny,2
190.12560385945804,88.50337847,43,Female,0.5666666666666667,108,28.29871048,Rainy,2
563.2046603723942,73.55545085,19,Female,0.7,179,27.56666752,Cloudy,5
700.0,90.04297324,35,Male,0.7666666666666667,175,30.00699053,Rainy,5
700.0,49.77671281,23,Male,0.8666666666666667,172,31.62463111,Rainy,3
623.0569005881009,57.77895327,47,Male,0.6,157,29.66816308,Rainy,6
461.66277315365056,85.75016112,25,Male,0.36666666666666664,170,29.36377752,Sunny,9
356.3613924377127,48.34034898,53,Female,0.8333333333333334,107,33.7985402,Cloudy,6
297.9112254584977,51.15406525,45,Female,0.35,167,26.66030359,Cloudy,6
469.28161099162406,78.98980121,60,Female,0.95,117,20.03105055,Sunny,7
386.5372187033313,67.42142456,48,Female,0.9166666666666666,110,25.8424954,Cloudy,6
325.4738541940563,63.44800037,36,Female,0.7,116,21.28403508,Sunny,7
348.8139812570848,78.52993627,26,Female,0.6666666666666666,125,25.53774139,Cloudy,9
700.0,79.13887358,58,Male,0.8833333333333333,180,29.14203375,Cloudy,4
369.96186167873697,59.05334451,34,Female,0.4166666666666667,174,21.31593985,Cloudy,9
129.3281609520392,99.81726666,20,Female,0.3333333333333333,101,34.57665453,Rainy,10
215.26848921449823,58.30241662,49,Female,0.48333333333333334,115,20.65715982,Cloudy,8
700.0,75.19700458,46,Male,0.7333333333333333,159,19.59179372,Sunny,8
347.7118937838281,62.6611276,58,Female,0.36666666666666664,180,25.92492438,Sunny,9
239.04393410126215,81.60575188,19,Male,0.5,115,19.12327793,Cloudy,5
651.2091279033455,70.79323875,50,Male,0.5333333333333333,170,20.66918561,Rainy,6
439.7498706877232,55.5680401,42,Female,0.5833333333333334,148,20.06381379,Sunny,8
700.0,86.70820752,43,Male,0.9833333333333333,116,18.8895982,Rainy,7
414.5659024146189,53.82303744,19,Male,0.35,178,23.72146954,Cloudy,10
700.0,62.5721434,44,Male,0.75,156,28.35548439,Cloudy,7
521.1755043514435,95.18618148,22,Male,0.4,180,21.88936074,Rainy,8
287.3149669733733,84.35284143,26,Male,0.6333333333333333,103,33.89920168,Sunny,4
453.4196630386507,51.57456244,46,Male,0.5666666666666667,150,32.54984331,Cloudy,5
697.6189829460227,49.921153,26,Male,0.6833333333333333,165,27.68472164,Sunny,7
436.8662898658341,52.04597545,59,Male,0.4666666666666667,143,19.46962907,Rainy,8
301.5680820580883,81.03242889,21,Male,0.7166666666666667,107,21.95965802,Cloudy,4
609.5650241451926,72.34243772,58,Female,0.7166666666666667,156,18.56066334,Rainy,10
